Source RAh RAm RAs DE- DEd DEm DEs Lbol Tbol Class RdiskA e_RdiskA RdiskV e_RdiskV MdiskA e_MdiskA MdiskV e_MdiskV QALMA QVLA SpIdxAV e_SpIdxAV SpIdxV e_SpIdxV Flag RA_deg DEC_deg FieldA A_Flux A_e_Flux A_PFlux A_RMS A_dBmaj A_dBmin A_dPA A_RA_deg A_DEC_deg DistanceA FieldV V_Flux V_e_Flux V_PFlux V_RMS V_dBmaj V_dBmin V_dPA V_RA_deg V_DEC_deg DistanceV
HOPS-400-A 5 42 45.246 - 1 16 13.62 2.9 35.0 0 48.7 10.0 18.7 10.0 106.6 4.7 764.1 15.3 4.09 0.68 2.2 0.06 2.3 0.17 dd 85.688525 -1.2704499999999999 HOPS-400 123.089 5.49 59.736 1.54 0.14 0.13 100.2 85.688525 -1.2704499999999999 415.4 HOPS-400 0.648 0.013 0.45 5.4 0.05 0.05 49.0 85.68851666666667 -1.2704555555555554 415.4
HOPS-400-B 5 42 45.257 - 1 16 14.03 2.9 35.0 0 154.2 10.0 90.7 10.0 521.9 14.2 2385.4 61.3 0.61 0.17 2.4 0.06 3.2 0.23 dd 85.68857083333333 -1.2705638888888888 HOPS-400 602.787 16.486 38.241 1.53 0.44 0.41 18.5 85.68857083333333 -1.2705638888888888 415.4 HOPS-400 2.023 0.052 0.25 5.4 0.26 0.24 16.6 85.68858333333334 -1.2705805555555556 415.4
HOPS-401 5 46 7.724 - 0 12 21.25 0.6 26.0 0 74.7 10.0 39.5 10.0 185.9 4.2 453.4 31.2 3.32 1.5 2.7 0.07 3.3 0.63 dd 86.53218333333334 -0.2059027777777778 HOPS-401 128.938 2.925 40.059 0.63 0.21 0.16 176.9 86.53218333333334 -0.2059027777777778 426.9 HOPS-401 0.247 0.017 0.124 5.1 0.11 0.07 168.4 86.53218333333334 -0.20589444444444446 426.9
HOPS-402 5 46 10.031 - 0 12 16.88 0.6 24.2 0 156.6 10.0 120.4 10.0 622.1 14.6 3322.4 110.9 0.83 0.17 2.3 0.06 2.8 0.33 dd 86.54179583333332 -0.2046888888888889 HOPS-402 419.418 9.814 35.459 1.09 0.43 0.29 58.7 86.54179583333332 -0.2046888888888889 426.9 HOPS-402 1.768 0.059 0.151 5.7 0.33 0.24 28.3 86.54179583333332 -0.20469722222222222 426.9
HOPS-403 5 46 27.906 - 0 0 52.15 4.3 43.9 0 140.4 10.0 110.9 10.0 478.8 11.2 3602.3 72.7 0.61 0.1 2.2 0.06 2.7 0.19 dd 86.616275 -0.014486111111111111 HOPS-403 584.083 12.812 41.606 1.42 0.39 0.38 64.0 86.616275 -0.014486111111111111 428.2 HOPS-403 3.183 0.064 0.279 5.52 0.3 0.29 73.1 86.61626666666666 -0.014486111111111111 428.2
HOPS-404 5 48 7.714 + 0 33 51.83 1.0 26.1 0 59.9 10.0 48.9 10.0 389.0 7.9 4403.7 61.3 1.46 0.13 2.0 0.06 2.3 0.12 dd 87.03214166666666 0.5643972222222222 HOPS-404 306.362 6.159 99.488 1.49 0.16 0.16 144.2 87.03214166666666 0.5643972222222222 430.1 HOPS-404 2.661 0.037 0.665 7.51 0.13 0.12 64.8 87.03214166666666 0.5644027777777778 430.1
HOPS-405 5 40 58.552 - 8 5 34.52 1.7 35.0 0 10.9 10.0 "" "" 3.7 0.3 91.1 8.7 190.51 "" 1.7 0.08 1.1 0.85 dd 85.24396666666667 -8.092922222222223 HOPS-405 3.445 0.26 2.234 0.26 0.03 0.01 173.3 85.24396666666667 -8.092922222222223 429.3 HOPS-405 0.063 0.006 0.058 7.11 0.0 0.0 0.0 85.24396666666667 -8.092925000000001 429.3
HOPS-406 5 47 43.434 + 0 38 21.31 0.5 24.6 0 51.5 10.0 "" "" 24.3 1.1 81.0 17.8 29.9 "" 2.5 0.11 5.4 2.37 dd 86.93097499999999 0.6392527777777778 HOPS-406 15.471 0.694 8.174 0.21 0.14 0.11 64.2 86.93097499999999 0.6392527777777778 430.3 HOPS-406 0.041 0.009 0.044 8.51 0.0 0.0 0.0 86.93097916666666 0.6392583333333333 430.3
HOPS-407 5 46 28.251 + 0 19 27.96 0.7 26.8 0 64.1 10.0 35.6 10.0 83.2 2.4 238.4 30.9 7.43 2.81 2.6 0.08 1.5 1.17 dd 86.6177125 0.3244333333333333 HOPS-407 62.196 1.762 24.426 0.43 0.18 0.14 173.6 86.6177125 0.3244333333333333 419.1 HOPS-407 0.139 0.018 0.096 6.9 0.1 0.04 162.2 86.6177125 0.3244388888888889 419.1
HOPS-408 5 39 30.904 - 7 23 59.67 0.5 37.9 0 93.5 10.0 22.0 10.0 124.5 3.6 364.1 29.4 5.11 2.22 2.6 0.07 1.8 0.69 dd 84.87876666666668 -7.399908333333333 HOPS-408 90.365 2.492 20.64 0.37 0.28 0.24 157.5 84.87876666666668 -7.399908333333333 398.9 HOPS-408 0.211 0.017 0.154 7.22 0.07 0.05 141.4 84.87877083333333 -7.399908333333333 398.9
HOPS-409 5 35 21.363 - 5 13 17.83 7.2 28.4 0 112.1 10.0 54.7 10.0 110.7 1.1 684.8 31.0 2.44 0.5 2.3 0.06 2.5 0.4 dd 83.8390125 -5.221619444444444 HOPS-409 185.41 1.9 39.275 0.36 0.34 0.12 115.8 83.8390125 -5.221619444444444 392.8 HOPS-409 0.818 0.037 0.279 9.5 0.16 0.06 108.5 83.83901666666667 -5.221616666666667 392.8
HOPS-41 5 34 29.463 - 5 35 42.8 1.7 82.3 I 13.3 10.0 "" "" 23.3 0.5 "" "" 29.29 "" "" "" "" "" dn 83.62276250000001 -5.595222222222222 HOPS-41 25.979 0.555 23.025 0.29 0.04 0.03 45.5 83.62276250000001 -5.595222222222222 390.9 "" "" "" "" "" "" "" "" "" "" ""
HOPS-42 5 35 5.061 - 5 35 40.79 0.2 200.9 I 133.0 10.0 "" "" 80.2 2.5 42.5 "" 8.89 "" "" "" "" "" du 83.7710875 -5.594663888888888 HOPS-42 48.731 1.507 9.843 0.27 0.4 0.1 106.2 83.7710875 -5.594663888888888 391.7 HOPS-43 "" "" "" 9.84 "" "" "" 83.7710875 -5.594663888888888 391.7
HOPS-43 5 35 4.503 - 5 35 14.78 2.8 75.0 I 57.9 10.6 17.6 10.0 3.5 0.5 255.7 15.8 118.27 2.07 1.3 0.09 0.8 0.52 dd 83.7687625 -5.587438888888888 HOPS-43 4.586 0.695 2.425 0.21 0.17 0.1 120.2 83.7687625 -5.587438888888888 391.7 HOPS-43 0.243 0.015 0.197 7.3 0.05 0.03 171.2 83.76876666666666 -5.587433333333333 391.7
HOPS-44 5 35 10.591 - 5 35 6.26 1.5 43.8 0 48.6 14.0 "" "" 3.2 0.6 37.4 "" 162.73 "" "" "" "" "" du 83.79412916666666 -5.585072222222222 HOPS-44 3.479 0.696 1.993 0.22 0.15 0.1 101.5 83.79412916666666 -5.585072222222222 391.8 HOPS-44 "" "" "" 10.0 "" "" "" 83.79412916666666 -5.585072222222222 391.8
HOPS-45-A 5 35 6.457 - 5 33 34.98 7.4 517.8 Flat 27.3 10.0 "" "" 23.0 0.5 "" "" 16.56 "" "" "" "" "" dn 83.77690416666667 -5.559716666666667 HOPS-45 39.092 0.841 28.289 0.37 0.08 0.04 29.0 83.77690416666667 -5.559716666666667 391.9 "" "" "" "" "" "" "" "" "" "" ""
HOPS-45-B 5 35 6.454 - 5 33 35.28 7.4 517.8 Flat 16.6 10.0 "" "" 13.3 0.4 "" "" 31.97 "" "" "" "" "" dn 83.77689166666667 -5.5598 HOPS-45 22.569 0.757 18.584 0.37 0.05 0.04 146.8 83.77689166666667 -5.5598 391.9 "" "" "" "" "" "" "" "" "" "" ""
HOPS-47 5 33 45.882 - 5 32 58.12 0.1 558.4 Flat 68.2 10.3 "" "" 13.5 1.7 "" "" 86.37 "" "" "" "" "" dn 83.44117499999999 -5.549477777777778 HOPS-47 6.084 0.789 2.371 0.21 0.21 0.11 158.5 83.44117499999999 -5.549477777777778 389.8 "" "" "" "" "" "" "" "" "" "" ""
HOPS-49 5 34 48.885 - 5 31 45.79 0.6 356.8 I 57.6 10.0 "" "" 16.0 0.9 "" "" 41.36 "" "" "" "" "" dn 83.70368749999999 -5.529386111111111 HOPS-49 13.13 0.724 6.35 0.23 0.17 0.04 27.1 83.70368749999999 -5.529386111111111 391.8 "" "" "" "" "" "" "" "" "" "" ""
HOPS-5 5 54 32.163 + 1 48 7.08 0.3 187.1 I 56.3 10.0 "" "" 57.1 1.5 "" "" 15.0 "" "" "" "" "" dn 88.6340125 1.8019666666666667 HOPS-5 44.429 1.172 17.335 0.32 0.19 0.09 12.6 88.6340125 1.8019666666666667 354.6 "" "" "" "" "" "" "" "" "" "" ""
HOPS-50 5 34 40.914 - 5 31 44.71 3.6 51.4 0 82.8 10.0 27.3 10.0 172.8 3.3 932.9 21.7 2.06 0.5 2.4 0.06 2.2 0.2 dd 83.670475 -5.529086111111111 HOPS-50 240.577 4.615 60.465 0.9 0.25 0.13 68.3 83.670475 -5.529086111111111 391.5 HOPS-50 0.946 0.022 0.521 7.2 0.08 0.06 72.1 83.670475 -5.529077777777777 391.5
HOPS-53 5 33 57.395 - 5 23 29.99 22.8 45.9 0 21.6 10.0 16.9 10.0 33.4 0.5 386.4 10.5 8.8 0.82 2.1 0.06 1.0 0.22 dd 83.48914583333334 -5.391663888888889 HOPS-53 78.129 1.245 60.526 0.57 0.07 0.05 128.7 83.48914583333334 -5.391663888888889 390.5 HOPS-53 0.626 0.017 0.462 7.6 0.05 0.04 121.5 83.48914583333334 -5.3916611111111115 390.5
HOPS-56-A-A 5 35 19.482 - 5 15 33.08 20.4 48.1 0 23.0 10.0 "" "" 5.4 0.3 88.0 9.6 55.44 "" 1.9 0.08 -0.5 0.93 dd 83.83117499999999 -5.259188888888889 HOPS-56 12.08 0.584 9.509 0.26 0.07 0.05 43.2 83.83117499999999 -5.259188888888889 392.8 HOPS-56 0.137 0.015 0.136 8.9 0.0 0.0 0.0 83.83117499999999 -5.259188888888889 392.8
HOPS-56-A-B 5 35 19.47 - 5 15 32.96 20.4 48.1 0 "" "" "" "" 1.0 0.1 51.4 10.9 "" "" 1.4 0.12 3.1 1.7 dd 83.831125 -5.259155555555555 HOPS-56 2.325 0.263 1.608 0.26 0.0 0.0 0.0 83.831125 -5.259155555555555 392.8 HOPS-56 0.08 0.017 0.07 8.9 0.0 0.0 0.0 83.8311375 -5.259158333333334 392.8
HOPS-56-A-C 5 35 19.481 - 5 15 32.81 20.4 48.1 0 "" "" "" "" 1.2 0.1 17.2 "" "" "" "" "" "" "" du 83.83117083333333 -5.259113888888889 HOPS-56 2.772 0.263 2.264 0.26 0.0 0.0 0.0 83.83117083333333 -5.259113888888889 392.8 HOPS-56 "" "" "" 8.9 "" "" "" 83.83117083333333 -5.259113888888889 392.8
HOPS-56-B 5 35 19.42 - 5 15 38.29 20.4 48.1 0 264.5 10.0 65.4 15.0 57.9 2.2 97.0 16.9 2.67 2.65 2.9 0.1 2.0 1.43 dd 83.83091666666667 -5.260636111111111 HOPS-56 129.682 3.774 5.207 0.35 0.79 0.39 61.1 83.83091666666667 -5.260636111111111 392.8 HOPS-56 0.151 0.026 0.073 9.01 0.2 0.03 133.7 83.83094166666666 -5.2606222222222225 392.8
HOPS-56-D 5 35 17.922 - 5 15 32.84 20.4 48.1 0 "" "" 34.4 13.7 "" "" 86.7 19.9 "" 3.31 "" "" -0.6 1.44 nd 83.824675 -5.2591222222222225 "" "" "" "" "" "" "" "" "" "" "" HOPS-56 0.135 0.025 0.079 11.03 0.1 0.06 116.4 83.824675 -5.2591222222222225 392.8
HOPS-57-A 5 35 19.887 - 5 15 8.18 2.8 421.2 Flat 75.4 10.0 22.3 10.0 102.1 2.0 564.9 27.5 3.84 0.9 2.4 0.06 1.3 0.31 dd 83.83286249999999 -5.2522722222222225 HOPS-57 131.131 2.619 39.419 0.57 0.23 0.12 43.0 83.83286249999999 -5.2522722222222225 392.8 HOPS-56 0.533 0.02 0.395 11.54 0.07 0.04 13.1 83.83286249999999 -5.252269444444445 392.8
HOPS-57-B 5 35 19.833 - 5 15 9.03 2.8 421.2 Flat 20.7 10.0 "" "" 8.5 0.9 28.3 "" 62.56 "" "" "" "" "" du 83.83263749999999 -5.252508333333333 HOPS-57 10.96 1.169 8.715 0.56 0.06 0.03 74.0 83.83263749999999 -5.252508333333333 392.8 HOPS-56 "" "" "" 11.31 "" "" "" 83.83263749999999 -5.252508333333333 392.8
HOPS-58 5 35 18.523 - 5 13 38.34 3.9 620.0 Flat 52.0 10.0 8.3 10.0 78.5 1.6 141.1 26.4 4.99 3.61 2.8 0.07 4.9 0.67 dd 83.82717916666665 -5.227316666666667 HOPS-58 111.075 2.225 36.679 0.52 0.16 0.14 172.4 83.82717916666665 -5.227316666666667 392.8 HOPS-409 0.145 0.01 0.126 25.21 0.03 0.02 75.1 83.82717916666665 -5.227311111111111 392.8
HOPS-59-A 5 35 20.151 - 5 13 15.7 43.2 528.4 Flat 84.4 10.0 46.7 10.0 112.6 2.2 787.4 25.1 1.58 0.29 2.3 0.06 1.8 0.24 dd 83.8339625 -5.221027777777778 HOPS-59 309.075 6.0 60.705 1.06 0.25 0.16 91.8 83.8339625 -5.221027777777778 392.8 HOPS-409 1.481 0.041 0.513 10.71 0.14 0.1 91.6 83.83396666666667 -5.221027777777778 392.8
HOPS-59-B 5 35 20.134 - 5 13 13.31 43.2 528.4 Flat "" "" "" "" 2.6 0.7 43.6 5.6 "" "" 1.9 0.14 3.4 1.01 dd 83.83389166666666 -5.220363888888889 HOPS-59 7.254 1.926 6.902 1.11 0.0 0.0 0.0 83.83389166666666 -5.220363888888889 392.8 HOPS-409 0.082 0.009 0.076 10.81 0.0 0.0 0.0 83.83389166666666 -5.220366666666667 392.8
HOPS-6 "" "" 0.0 "" "" "" 0.0 0.0 112.5 I "" "" "" "" 1.7 "" "" "" "" "" "" "" "" "" un "" "" HOPS-6 "" "" "" 0.22 "" "" "" "" "" 357.0 "" "" "" "" "" "" "" "" "" "" ""
HOPS-60 5 35 23.287 - 5 12 3.41 19.2 54.1 0 62.7 10.0 28.0 10.0 152.7 2.7 790.3 13.7 1.57 0.38 2.4 0.06 1.7 0.15 dd 83.84702916666666 -5.200947222222222 HOPS-60 336.125 5.985 112.762 1.45 0.19 0.11 159.0 83.84702916666666 -5.200947222222222 392.8 HOPS-60 1.211 0.021 0.753 8.1 0.08 0.06 153.5 83.84703333333333 -5.200947222222222 392.8
HOPS-64 5 35 26.998 - 5 9 54.08 13.4 29.7 I 31.7 10.0 19.7 10.0 16.8 0.5 182.1 13.1 18.62 1.93 2.1 0.07 2.5 0.61 dd 83.86249166666666 -5.165022222222222 HOPS-108 33.467 0.759 20.373 0.41 0.1 0.07 119.3 83.86249166666666 -5.165022222222222 392.8 HOPS-108 0.255 0.018 0.17 7.12 0.06 0.05 158.6 83.86248333333333 -5.165022222222222 392.8
HOPS-65 5 35 21.576 - 5 9 38.85 0.3 545.7 I 331.2 10.0 "" "" 128.1 4.9 "" "" 3.82 "" "" "" "" "" dn 83.8399 -5.160791666666667 HOPS-65 83.909 3.199 4.257 0.28 0.99 0.28 171.4 83.8399 -5.160791666666667 392.8 "" "" "" "" "" "" "" "" "" "" ""
HOPS-66-A 5 35 26.857 - 5 9 24.4 18.3 264.9 Flat 16.7 10.0 "" "" 19.9 0.3 193.4 10.1 16.58 "" 2.1 0.06 1.3 0.41 dd 83.86190416666666 -5.156777777777778 HOPS-66 43.306 0.566 35.971 0.28 0.05 0.04 47.0 83.86190416666666 -5.156777777777778 392.8 HOPS-370 0.293 0.014 0.254 7.96 0.0 0.0 0.0 83.86190416666666 -5.156777777777778 392.8
HOPS-66-B 5 35 26.927 - 5 9 22.43 18.3 264.9 Flat 58.0 10.0 "" "" 15.9 0.5 51.5 9.4 15.57 "" 2.6 0.09 0.5 1.4 dd 83.86219583333333 -5.156230555555556 HOPS-66 34.617 1.104 12.565 0.29 0.17 0.12 165.8 83.86219583333333 -5.156230555555556 392.8 HOPS-370 0.078 0.013 0.07 8.01 0.0 0.0 0.0 83.86219583333333 -5.156225 392.8
HOPS-68 5 35 24.299 - 5 8 30.74 5.0 100.6 I 32.0 10.0 15.0 10.0 58.4 1.1 403.1 14.7 7.05 1.17 2.3 0.06 1.1 0.31 dd 83.85124583333334 -5.141872222222223 HOPS-68 88.22 1.594 52.05 0.55 0.1 0.09 3.6 83.85124583333334 -5.141872222222223 392.8 HOPS-68 0.439 0.016 0.331 7.3 0.04 0.04 150.8 83.85124583333334 -5.141872222222223 392.8
HOPS-7 5 54 20.057 + 1 50 42.64 0.4 58.0 0 78.8 10.0 20.0 10.0 52.4 1.4 177.8 27.7 13.55 4.86 2.5 0.09 2.7 1.41 dd 88.58357083333334 1.845177777777778 HOPS-7 44.488 1.213 15.076 0.31 0.26 0.07 154.8 88.58357083333334 1.845177777777778 357.1 HOPS-7 0.122 0.019 0.084 7.6 0.07 0.06 149.5 88.583575 1.8451722222222224 357.1
HOPS-70-A-A 5 35 22.406 - 5 8 5.14 6.0 619.3 Flat 17.3 10.0 16.3 10.0 22.5 0.3 253.4 19.3 19.84 1.75 2.1 0.07 3.1 0.48 dd 83.84335833333333 -5.1347611111111116 HOPS-70 35.891 0.537 28.446 0.26 0.05 0.05 13.4 83.84335833333333 -5.1347611111111116 392.8 HOPS-394 0.29 0.017 0.219 9.64 0.05 0.04 72.2 83.84335833333333 -5.1347611111111116 392.8
HOPS-70-A-B 5 35 22.426 - 5 8 5.03 6.0 619.3 Flat "" "" 10.0 10.0 2.1 0.3 33.2 9.0 "" 14.51 1.9 0.13 2.2 1.46 dd 83.84344166666666 -5.134730555555556 HOPS-70 3.369 0.541 2.725 0.26 0.0 0.0 0.0 83.84344166666666 -5.134730555555556 392.8 HOPS-394 0.038 0.008 0.029 9.57 0.03 0.01 104.4 83.84344166666666 -5.134730555555556 392.8
HOPS-70-B-A "" "" 0.0 "" "" "" 0.0 6.0 619.3 Flat "" "" 10.0 10.0 0.5 "" 110.1 8.4 "" 4.37 "" "" -0.6 0.67 ud "" "" HOPS-70 "" "" "" 0.31 "" "" "" "" "" 392.8 HOPS-394 0.126 0.008 0.119 8.93 0.03 0.01 104.4 83.84400833333333 -5.133533333333334 392.8
HOPS-70-B-B 5 35 22.57 - 5 8 0.32 6.0 619.3 Flat 22.7 10.0 10.0 10.0 4.9 0.4 62.0 8.4 85.19 7.76 2.0 0.08 2.4 0.97 dd 83.84404166666667 -5.133422222222222 HOPS-70 7.887 0.533 6.426 0.32 0.07 0.03 51.2 83.84404166666667 -5.133422222222222 392.8 HOPS-394 0.071 0.008 0.062 8.9 0.03 0.01 104.4 83.84404583333333 -5.133422222222222 392.8
HOPS-70-C 5 35 21.938 - 5 8 4.58 6.0 619.3 Flat 56.0 10.0 "" "" 5.4 0.8 29.4 "" 63.01 "" "" "" "" "" du 83.84140833333332 -5.134605555555556 HOPS-70 8.631 0.836 3.766 0.4 0.17 0.07 78.3 83.84140833333332 -5.134605555555556 392.8 HOPS-394 "" "" "" 16.93 "" "" "" 83.84140833333332 -5.134605555555556 392.8
HOPS-71-A 5 35 25.582 - 5 7 57.64 4.9 277.5 I 63.4 10.0 26.7 10.0 86.5 0.7 1018.9 28.5 4.05 0.42 2.0 0.06 1.5 0.18 dd 83.85659166666666 -5.1326777777777775 HOPS-71 130.081 1.115 52.674 0.31 0.19 0.07 123.0 83.85659166666666 -5.1326777777777775 392.8 HOPS-394 1.106 0.024 0.569 9.55 0.08 0.07 111.8 83.85659166666666 -5.132680555555555 392.8
HOPS-71-B 5 35 25.541 - 5 7 56.84 4.9 277.5 I 96.1 30.7 "" "" 3.6 1.1 28.7 "" 86.59 "" "" "" "" "" du 83.85642083333333 -5.1324555555555555 HOPS-71 5.455 1.588 1.373 0.32 0.29 0.12 82.4 83.85642083333333 -5.1324555555555555 392.8 HOPS-394 "" "" "" 13.22 "" "" "" 83.85642083333333 -5.1324555555555555 392.8
HOPS-72 5 35 25.724 - 5 7 46.24 0.5 693.0 None 37.4 10.0 "" "" 22.2 3.6 50.5 "" 35.89 "" "" "" "" "" du 83.85718333333332 -5.1295111111111105 HOPS-71 16.71 0.843 10.064 1.01 0.11 0.06 101.5 83.85718333333332 -5.1295111111111105 392.8 HOPS-394 "" "" "" 13.84 "" "" "" 83.85718333333332 -5.1295111111111105 392.8
HOPS-73 5 35 27.699 - 5 7 4.32 1.5 43.0 0 63.0 10.0 "" "" 9.8 1.1 76.1 20.0 50.74 "" 2.2 0.14 -1.1 2.18 dd 83.8654125 -5.117866666666666 HOPS-73 10.403 1.138 3.555 0.23 0.19 0.16 60.9 83.8654125 -5.117866666666666 392.8 HOPS-73 0.061 0.016 0.044 7.2 0.0 0.0 0.0 83.8654125 -5.117872222222222 392.8
HOPS-74 5 35 24.874 - 5 6 21.58 1.0 516.5 Flat 38.7 10.0 9.7 10.0 44.5 1.0 150.3 17.5 14.15 5.01 2.5 0.07 1.0 0.72 dd 83.85364166666666 -5.105994444444444 HOPS-74 42.054 0.953 21.982 0.32 0.12 0.08 126.7 83.85364166666666 -5.105994444444444 392.8 HOPS-75 0.109 0.009 0.083 11.54 0.03 0.03 29.9 83.85364166666666 -5.105997222222222 392.8
HOPS-75-A 5 35 26.68 - 5 6 10.51 3.5 67.9 0 18.3 10.0 "" "" 11.7 0.4 179.3 15.0 43.79 "" 1.9 0.07 1.4 0.73 dd 83.86116666666666 -5.102919444444444 HOPS-75 16.067 0.522 13.312 0.25 0.06 0.04 156.1 83.86116666666666 -5.102919444444444 392.8 HOPS-75 0.179 0.015 0.155 8.2 0.0 0.0 0.0 83.86116666666666 -5.102916666666666 392.8
HOPS-75-B 5 35 26.678 - 5 6 10.76 3.5 67.9 0 "" "" "" "" 1.4 0.2 24.6 "" "" "" "" "" "" "" du 83.86115833333332 -5.102988888888889 HOPS-75 1.92 0.273 1.363 0.25 0.0 0.0 0.0 83.86115833333332 -5.102988888888889 392.8 HOPS-75 "" "" "" 8.2 "" "" "" 83.86115833333332 -5.102988888888889 392.8
HOPS-76 5 35 25.763 - 5 5 58.13 1.6 135.5 I 18.0 10.0 45.0 10.0 12.0 0.4 253.6 30.5 53.75 2.05 1.8 0.08 1.2 0.91 dd 83.85734583333334 -5.099480555555555 HOPS-76 13.142 0.475 10.96 0.23 0.05 0.04 57.6 83.85734583333334 -5.099480555555555 392.8 HOPS-78 0.208 0.023 0.118 8.27 0.14 0.07 27.5 83.85734583333334 -5.099483333333333 392.8
HOPS-77-A-A 5 35 31.539 - 5 5 47.33 11.3 550.3 Flat "" "" "" "" 3.4 0.1 "" "" "" "" "" "" "" "" dn 83.8814125 -5.096480555555555 HOPS-77 6.38 0.244 5.9 0.24 0.0 0.0 0.0 83.8814125 -5.096480555555555 392.8 "" "" "" "" "" "" "" "" "" "" ""
HOPS-77-A-B 5 35 31.545 - 5 5 47.4 11.3 550.3 Flat "" "" "" "" 2.8 0.1 "" "" "" "" "" "" "" "" dn 83.88143749999999 -5.0965 HOPS-77 5.299 0.244 5.325 0.24 0.0 0.0 0.0 83.88143749999999 -5.0965 392.8 "" "" "" "" "" "" "" "" "" "" ""
HOPS-77-B 5 35 31.47 - 5 5 46.1 11.3 550.3 Flat "" "" "" "" 0.7 0.1 "" "" "" "" "" "" "" "" dn 83.881125 -5.0961388888888886 HOPS-77 1.419 0.244 1.444 0.24 0.0 0.0 0.0 83.881125 -5.0961388888888886 392.8 "" "" "" "" "" "" "" "" "" "" ""
HOPS-78-A 5 35 25.966 - 5 5 43.33 7.8 38.1 0 147.1 10.0 31.4 10.0 187.9 2.1 675.5 18.0 1.3 0.55 2.6 0.06 0.2 0.22 dd 83.85819166666667 -5.095369444444444 HOPS-78 322.435 3.44 45.686 0.55 0.44 0.14 171.1 83.85819166666667 -5.095369444444444 392.8 HOPS-78 0.825 0.022 0.495 7.62 0.09 0.08 49.5 83.85819166666667 -5.095377777777777 392.8
HOPS-78-B 5 35 26.148 - 5 5 45.8 7.8 38.1 0 18.0 10.0 "" "" 5.0 0.8 72.0 11.6 82.78 "" 2.0 0.11 1.9 1.44 dd 83.85895 -5.096055555555555 HOPS-78 8.534 1.116 6.772 0.67 0.05 0.05 179.4 83.85895 -5.096055555555555 392.8 HOPS-78 0.088 0.014 0.081 7.69 0.0 0.0 0.0 83.85895 -5.096058333333333 392.8
HOPS-78-C 5 35 26.181 - 5 5 47.12 7.8 38.1 0 56.0 13.0 "" "" 5.4 1.5 34.4 5.8 58.22 "" 2.3 0.12 2.4 1.38 dd 83.8590875 -5.0964222222222215 HOPS-78 9.34 1.804 4.486 0.75 0.17 0.08 131.9 83.8590875 -5.0964222222222215 392.8 HOPS-78 0.042 0.007 0.041 7.73 0.0 0.0 0.0 83.8590875 -5.096425 392.8
HOPS-78-D 5 35 25.92 - 5 5 47.7 7.8 38.1 0 51.4 15.0 "" "" 3.8 1.0 19.0 "" 84.63 "" "" "" "" "" du 83.858 -5.096583333333333 HOPS-78 6.566 1.484 3.343 0.62 0.15 0.03 175.4 83.858 -5.096583333333333 392.8 HOPS-78 "" "" "" 7.76 "" "" "" 83.858 -5.096583333333333 392.8
HOPS-78-E 5 35 25.763 - 5 5 43.83 7.8 38.1 0 "" "" "" "" "" "" 37.7 5.7 "" "" "" "" -1.0 1.64 nd 83.85734583333334 -5.095508333333333 "" "" "" "" "" "" "" "" "" "" "" HOPS-78 0.046 0.007 0.039 7.6 0.0 0.0 0.0 83.85734583333334 -5.095508333333333 392.8
HOPS-80 5 35 25.183 - 5 5 9.37 0.1 275.3 Flat 89.4 10.0 "" "" 37.6 3.1 101.3 "" 32.43 "" "" "" "" "" du 83.85492916666666 -5.085936111111111 HOPS-80 14.856 1.216 2.897 0.21 0.27 0.21 155.3 83.85492916666666 -5.085936111111111 392.8 HOPS-78 "" "" "" 20.82 "" "" "" 83.85492916666666 -5.085936111111111 392.8
HOPS-81 5 35 28.019 - 5 4 57.35 1.1 40.1 0 32.4 10.0 21.7 10.0 66.4 1.2 574.4 23.0 9.64 1.14 2.1 0.06 1.4 0.36 dd 83.86674583333333 -5.082597222222222 HOPS-81 64.334 1.148 39.902 0.44 0.1 0.06 122.0 83.86674583333333 -5.082597222222222 392.8 HOPS-81 0.425 0.017 0.334 7.81 0.07 0.03 110.1 83.86674166666667 -5.082599999999999 392.8
HOPS-82 5 35 19.74 - 5 4 54.5 2.1 116.4 Flat 20.7 10.0 "" "" 5.2 0.4 "" "" 111.35 "" "" "" "" "" dn 83.83224999999999 -5.0818055555555555 HOPS-82 6.159 0.486 4.961 0.23 0.06 0.04 90.9 83.83224999999999 -5.0818055555555555 392.7 "" "" "" "" "" "" "" "" "" "" ""
HOPS-84-A 5 35 26.56 - 5 3 55.12 42.9 90.8 I 87.4 10.0 36.7 10.0 159.2 3.0 622.5 12.3 1.11 0.38 2.5 0.06 1.6 0.17 dd 83.86066666666667 -5.065311111111111 HOPS-84 436.196 8.167 104.767 1.6 0.26 0.12 167.5 83.86066666666667 -5.065311111111111 392.8 HOPS-84 1.169 0.023 0.672 8.0 0.11 0.06 161.3 83.86066249999999 -5.065308333333333 392.8
HOPS-84-B 5 35 26.537 - 5 3 55.73 42.9 90.8 I 30.4 10.0 "" "" 9.2 1.3 78.3 8.0 25.09 "" 2.2 0.1 2.7 0.95 dd 83.86057083333333 -5.065480555555555 HOPS-84 25.088 3.685 18.012 1.61 0.09 0.03 166.2 83.86057083333333 -5.065480555555555 392.8 HOPS-84 0.147 0.015 0.129 8.0 0.0 0.0 0.0 83.86057083333333 -5.065480555555555 392.8
